Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
ND_NC0938	100	1.13	Neural Network (Specific Model)	11	0.878	22969	294.384980578334	4654258	0.57	4634	462	98432	None
ND_NC0939	100	1.18	Neural Network (Specific Model)	11	0.875	65169	308.544306703398	4598658	0.57	4356	252	189173	None
ND_NC0940	100	0.08	Neural Network (Specific Model)	11	0.879	195298	311.506079376004	4625902	0.57	4359	112	528782	None
ND_NC0941	100	0.08	Neural Network (Specific Model)	11	0.878	529228	312.407407407407	4630713	0.57	4347	63	2005586	None
ND_NC0942	100	0.05	Neural Network (Specific Model)	11	0.882	267914	321.60349926072	4432885	0.57	4058	72	472739	None
ND_NC0943	100	0.64	Neural Network (Specific Model)	11	0.877	166921	313.542225358739	4550645	0.57	4251	99	493949	None
ND_NC0944	100	0.2	Neural Network (Specific Model)	11	0.877	260217	317.170263220299	4570224	0.57	4217	75	447251	None
ND_NC0945	100	0.08	Neural Network (Specific Model)	11	0.879	211383	311.109736540664	4627138	0.57	4365	107	421734	None
ND_NC0946	100	0.08	Neural Network (Specific Model)	11	0.879	232291	311.339981659789	4626572	0.57	4362	104	653461	None
ND_NC0947	100	0.05	Neural Network (Specific Model)	11	0.882	601557	323.157659890927	4427277	0.57	4034	27	1061944	None
ND_NC0948	100	0.08	Neural Network (Specific Model)	11	0.877	199872	317.460109549893	4554161	0.57	4199	84	420817	None
ND_NC0949	100	0.61	Neural Network (Specific Model)	11	0.877	152844	314.555186328032	4524907	0.57	4213	96	377718	None
ND_NC0950	100	0.51	Neural Network (Specific Model)	11	0.876	222391	310.664405246495	4696485	0.57	4422	188	471196	None
ND_NC0951	100	0.58	Neural Network (Specific Model)	11	0.879	408258	316.943409408477	4635022	0.57	4294	31	1028140	None
ND_NC0953	100	0.05	Neural Network (Specific Model)	11	0.878	1044986	319.770330211927	4424424	0.57	4058	12	1283236	None
ND_NC0954	100	0.79	Neural Network (Specific Model)	11	0.877	656895	320.274083129584	4473664	0.57	4090	19	1024417	None
ND_NC0955	100	0.06	Neural Network (Specific Model)	11	0.882	617234	320.056735876388	4499422	0.57	4142	17	1008239	None
ND_NC0956	94.33	0.07	Neural Network (Specific Model)	11	0.88	595540	324.498536844906	4151440	0.57	3759	8	1939959	None
ND_NC0957	96.57	0.07	Neural Network (Specific Model)	11	0.88	580503	322.26389572061	4459804	0.57	4066	12	824612	None
ND_NC0958	100	0.6	Neural Network (Specific Model)	11	0.876	470914	315.211933174224	4515439	0.57	4190	37	2142140	None
ND_NC0959	100	0.04	Neural Network (Specific Model)	11	0.882	235329	320.936476426799	4390687	0.57	4030	67	422652	None
ND_NC0960	99.99	0.02	Neural Network (Specific Model)	11	0.877	134735	312.534363468635	4629449	0.57	4336	95	502428	None
ND_NC0961	100	0.04	Neural Network (Specific Model)	11	0.878	150872	315.474704491726	4553484	0.57	4230	61	375130	None
ND_NC0962	99.99	0.57	Neural Network (Specific Model)	11	0.88	182729	316.364505597015	4616887	0.57	4288	79	348312	None
ND_NC0963	100	0.57	Neural Network (Specific Model)	11	0.881	238798	317.662494095418	4570235	0.57	4234	62	346240	None
ND_NC0964	100	0.02	Neural Network (Specific Model)	11	0.879	984210	323.505078720163	4339686	0.57	3938	29	1297442	None
ND_NC0965	100	0.07	Neural Network (Specific Model)	11	0.871	4479071	306.470293648987	4626559	0.57	4393	3	4479071	None
ND_NC0966	100	0.05	Neural Network (Specific Model)	11	0.871	4458309	312.129545994771	4516740	0.57	4207	2	4458309	None
ND_NC0967	100	0.02	Neural Network (Specific Model)	11	0.876	345756	317.013064133017	4565473	0.57	4210	39	598080	None
ND_NC0968	100	1.12	Neural Network (Specific Model)	11	0.87	4309604	319.716076696165	4475217	0.57	4068	2	4309604	None
ND_NC0969	100	0.04	Neural Network (Specific Model)	11	0.874	4408038	319.658215737862	4581772	0.57	4181	4	4408038	None
ND_NC0970	98.91	1.74	Neural Network (Specific Model)	11	0.857	609834	271.478699777912	4691673	0.57	4953	11	2334531	None
ND_NC0971	100	0.04	Neural Network (Specific Model)	11	0.873	4190278	323.263765978368	4513137	0.57	4068	5	4190278	None
ND_NC0972	100	0.05	Neural Network (Specific Model)	11	0.87	4496886	313.845543630425	4628081	0.57	4286	2	4496886	None
ND_NC0974	99.81	2.16	Neural Network (Specific Model)	11	0.866	4362605	285.537888463176	4631084	0.57	4698	4	4362605	None
ND_NC0975	95.1	1.62	Neural Network (Specific Model)	11	0.859	54758	270.592491610738	4487127	0.57	4768	321	181998	None
ND_NC0977	95.68	2.63	Neural Network (Specific Model)	11	0.861	232938	280.792468796277	4605493	0.56	4727	128	594686	None
ND_NC0978	93.02	3.07	Neural Network (Specific Model)	11	0.856	52398	265.379591836735	4307911	0.57	4655	354	245609	None
ND_NC0979	95.69	0.49	Neural Network (Specific Model)	11	0.858	264929	276.172561629153	4484245	0.57	4665	71	581209	None
ND_NC0980	99.64	0.67	Neural Network (Specific Model)	11	0.866	26206	273.810537634409	4396071	0.57	4650	497	120742	None
ND_NC0981	92.77	0.76	Neural Network (Specific Model)	11	0.854	54944	266.547177585497	4528877	0.57	4854	335	188194	None
ND_NC0983	100	0.64	Neural Network (Specific Model)	11	0.88	554414	319.179487179487	4620794	0.57	4251	34	1062803	None
ND_NC0984	100	0.05	Neural Network (Specific Model)	11	0.878	499667	318.774479291357	4544266	0.57	4177	41	742184	None
ND_NC0985	100	0.52	Neural Network (Specific Model)	11	0.876	344175	317.180137473335	4573771	0.57	4219	47	809341	None
ND_NC0986	100	0.51	Neural Network (Specific Model)	11	0.876	361922	316.231755653999	4637497	0.57	4289	38	570282	None
ND_NC0987	100	0.07	Neural Network (Specific Model)	11	0.877	89082	313.719503629127	4578017	0.57	4271	121	298294	None
ND_NC0988	100	1.55	Neural Network (Specific Model)	11	0.872	107518	306.882752376641	4655771	0.57	4418	163	384228	None
ND_NC0989	100	0.21	Neural Network (Specific Model)	11	0.878	389500	319.895723209995	4542351	0.57	4162	36	1301545	None
ND_NC0990	100	0.65	Neural Network (Specific Model)	11	0.875	119497	310.658987226277	4663085	0.57	4384	92	489019	None
ND_NC0991	100	0.44	Neural Network (Specific Model)	11	0.878	375037	313.268320698369	4650598	0.57	4353	47	726426	None
ND_NC0992	99.98	0.03	Neural Network (Specific Model)	11	0.878	550300	319.988475390156	4546797	0.57	4165	32	1437365	None
ND_NC0993	99.98	0.03	Neural Network (Specific Model)	11	0.878	363249	319.968093000247	4411617	0.57	4043	34	988406	None
ND_NC0994	100	0.69	Neural Network (Specific Model)	11	0.878	63853	310.163530778165	4555283	0.57	4305	159	132722	None
ND_NC0995	100	0.3	Neural Network (Specific Model)	11	0.878	332468	315.855560791706	4573852	0.57	4244	29	682292	None
ND_NC0996	100	0.02	Neural Network (Specific Model)	11	0.875	309561	315.834037558685	4604020	0.56	4260	48	679055	None
ND_NC0997	100	0.46	Neural Network (Specific Model)	11	0.879	319226	314.949193354202	4458519	0.57	4153	32	838759	None
ND_NC0998	100	0.02	Neural Network (Specific Model)	11	0.875	371162	315.506187529748	4537633	0.57	4202	42	907879	None
ND_NC0999	99.99	0.07	Neural Network (Specific Model)	11	0.879	163386	314.801237800524	4506773	0.57	4201	65	310706	None
ND_NC1000	100	0.57	Neural Network (Specific Model)	11	0.876	260172	309.738895152198	4694151	0.56	4435	73	920194	None
ND_NC1001	100	0.05	Neural Network (Specific Model)	11	0.877	380506	315.070419272643	4643311	0.57	4317	57	625133	None
ND_NC1002	100	1.2	Neural Network (Specific Model)	11	0.875	404097	313.390929705215	4727605	0.56	4410	39	963571	None
ND_NC1003	100	0.23	Neural Network (Specific Model)	11	0.875	455075	318.993317422434	4576311	0.57	4190	48	816477	None
ND_NC1004	100	0.04	Neural Network (Specific Model)	11	0.877	354200	320.424846248462	4449879	0.57	4065	40	815123	None
ND_NC1005	99.99	0.03	Neural Network (Specific Model)	11	0.878	237178	318.085500963391	4507398	0.57	4152	54	620477	None
ND_NC1006	100	0.03	Neural Network (Specific Model)	11	0.878	242247	317.513403542365	4526368	0.57	4178	58	538782	None
ND_NC1007	100	0.03	Neural Network (Specific Model)	11	0.878	225008	318.621686746988	4511416	0.57	4150	46	381577	None
ND_NC1008	100	0.04	Neural Network (Specific Model)	11	0.878	243983	318.922538610039	4510558	0.57	4144	39	512074	None
ND_NC1009	100	0.51	Neural Network (Specific Model)	11	0.875	330391	315.544888068313	4679379	0.57	4333	27	548940	None
ND_NC1010	100	0.02	Neural Network (Specific Model)	11	0.874	527975	318.982704019488	4485884	0.57	4105	32	1402796	None
ND_NC1011	100	0.51	Neural Network (Specific Model)	11	0.875	393743	315.557812139395	4679680	0.57	4333	25	1120551	None
ND_NC1012	100	0.03	Neural Network (Specific Model)	11	0.878	262520	319.504405286344	4455010	0.57	4086	50	538783	None
ND_NC1013	100	0.63	Neural Network (Specific Model)	11	0.876	536366	313.093049581164	4729556	0.56	4417	34	757970	None
ND_NC1014	100	0.61	Neural Network (Specific Model)	11	0.874	185016	311.952874859076	4739119	0.56	4435	71	474337	None
ND_NC1015	100	0.04	Neural Network (Specific Model)	11	0.876	382659	319.368229293175	4493535	0.57	4117	45	548647	None
ND_NC1016	100	0.63	Neural Network (Specific Model)	11	0.875	559977	313.207833371066	4732237	0.56	4417	39	1099546	None
ND_NC1017	100	0.56	Neural Network (Specific Model)	11	0.874	363764	312.176602924634	4756828	0.56	4445	39	852586	None
ND_NC1018	100	0.62	Neural Network (Specific Model)	11	0.877	452073	312.880063362752	4723349	0.56	4419	90	963388	None
ND_NC1019	100	0.02	Neural Network (Specific Model)	11	0.877	242245	319.281234807973	4484564	0.57	4114	41	538780	None
ND_NC1020	100	1.09	Neural Network (Specific Model)	11	0.874	243895	311.395244504262	4758236	0.56	4458	53	551104	None
ND_NC1021	100	0.07	Neural Network (Specific Model)	11	0.877	201410	320.017949348414	4442731	0.57	4067	51	460501	None
ND_NC1022	100	0.03	Neural Network (Specific Model)	11	0.872	559959	313.965855940131	4608857	0.57	4276	127	963747	None
ND_NC1023	100	0.07	Neural Network (Specific Model)	11	0.874	262674	312.81020027946	4603872	0.57	4294	170	795840	None
ND_NC1024	100	0.66	Neural Network (Specific Model)	11	0.877	501256	314.211383979803	4676339	0.56	4357	36	789678	None
ND_NC1025	100	0.04	Neural Network (Specific Model)	11	0.876	371345	320.42435515873	4416641	0.57	4032	31	1337272	None
ND_NC1026	99.99	0.21	Neural Network (Specific Model)	11	0.879	327303	316.390089243776	4588268	0.57	4258	50	775318	None
ND_NC1027	100	1.12	Neural Network (Specific Model)	11	0.875	559955	311.288154392192	4800332	0.56	4508	50	1099164	None
ND_NC1028	100	0.04	Neural Network (Specific Model)	11	0.877	358751	315.455242966752	4635891	0.57	4301	43	1677871	None
ND_NC1029	100	0.57	Neural Network (Specific Model)	11	0.878	380396	317.223665564478	4580011	0.57	4234	62	1647525	None
ND_NC1030	100	0.68	Neural Network (Specific Model)	11	0.878	527860	316.184191954834	4585866	0.57	4251	72	918074	None
ND_NC1031	100	0.57	Neural Network (Specific Model)	11	0.878	368934	318.405725100544	4588979	0.57	4227	46	1647406	None
ND_NC1032	99.98	0.04	Neural Network (Specific Model)	11	0.878	541948	319.597651569614	4548830	0.57	4173	38	1080633	None
ND_NC1033	99.99	0.04	Neural Network (Specific Model)	11	0.878	519277	319.834134615385	4536699	0.57	4160	35	1101298	None
ND_NC1034	100	0.11	Neural Network (Specific Model)	11	0.88	94143	320.994980184941	4135869	0.57	3785	95	218509	None
ND_NC1035	100	0.04	Neural Network (Specific Model)	11	0.879	118849	316.885365853659	4425965	0.57	4100	86	435030	None
ND_NC1036	100	0.13	Neural Network (Specific Model)	11	0.876	82615	318.289318961293	4445281	0.57	4082	112	310213	None
ND_NC1037	100	0.06	Neural Network (Specific Model)	11	0.876	99434	319.347515986227	4440502	0.57	4066	102	267325	None
ND_NC1038	100	0.57	Neural Network (Specific Model)	11	0.878	59351	312.851860574658	4532623	0.57	4246	131	170861	None
ND_NC1039	99.99	0.68	Neural Network (Specific Model)	11	0.875	70036	307.836536287588	4657795	0.57	4423	152	146616	None
ND_NC1040	100	1.24	Neural Network (Specific Model)	11	0.876	117059	310.532036613272	4636719	0.57	4370	91	312819	None
ND_NC1041	100	0.63	Neural Network (Specific Model)	11	0.875	70193	309.701866181156	4657905	0.57	4394	124	182542	None
ND_NC1042	100	0.16	Neural Network (Specific Model)	11	0.88	56210	312.41608715809	4588362	0.57	4314	160	195518	None
ND_NC1043	100	0.01	Neural Network (Specific Model)	11	0.879	80884	316.459345562717	4349738	0.57	4034	112	338315	None
ND_NC1044	100	0.08	Neural Network (Specific Model)	11	0.877	264806	315.532684630739	4320293	0.57	4008	64	413466	None
ND_NC1045	100	0.09	Neural Network (Specific Model)	11	0.878	361869	316.166626243027	4447193	0.57	4123	35	801235	None
ND_NC1046	100	0.52	Neural Network (Specific Model)	11	0.875	220290	315.707600950119	4547540	0.57	4210	56	539907	None
ND_NC1047	100	0.03	Neural Network (Specific Model)	11	0.88	447570	315.076600698487	4604383	0.57	4295	40	883389	None
ND_NC1048	100	0.11	Neural Network (Specific Model)	11	0.873	73099	304.032229185318	4659274	0.56	4468	249	218902	None
ND_NC1049	99.99	0.1	Neural Network (Specific Model)	11	0.881	217165	322.444848170257	4224862	0.57	3853	41	466576	None
ND_NC1051	100	0.64	Neural Network (Specific Model)	11	0.875	226195	311.340954495006	4798882	0.56	4505	54	888663	None
ND_NC1052	100	0.54	Neural Network (Specific Model)	11	0.876	326616	318.036089866157	4547887	0.57	4184	54	549242	None
ND_NC1053	100	0.02	Neural Network (Specific Model)	11	0.879	277327	318.809273182957	4335553	0.57	3990	41	563907	None
ND_NC1054	99.99	0.19	Neural Network (Specific Model)	11	0.878	270775	314.552512502977	4503525	0.57	4199	58	686154	None
ND_NC1055	99.98	0.04	Neural Network (Specific Model)	11	0.879	252863	317.042962259672	4549810	0.57	4213	58	548228	None
ND_NC1056	99.99	0.09	Neural Network (Specific Model)	11	0.878	37930	307.71361612374	4480400	0.57	4267	233	165813	None
ND_NC1057	100	0.03	Neural Network (Specific Model)	11	0.875	238413	318.652152760885	4483875	0.57	4111	34	809061	None
ND_NC1058	100	0.03	Neural Network (Specific Model)	11	0.877	237283	318.688361964675	4496287	0.57	4133	54	434856	None
ND_NC1059	100	0.41	Neural Network (Specific Model)	11	0.877	243871	319.320416565754	4502904	0.57	4129	50	724978	None
ND_NC1060	100	0.05	Neural Network (Specific Model)	11	0.879	247665	319.249640632487	4540504	0.57	4174	74	335808	None
ND_NC1061	99.99	0.23	Neural Network (Specific Model)	11	0.877	354202	318.553631553632	4523609	0.57	4158	45	724980	None
ND_NC1062	100	0.52	Neural Network (Specific Model)	11	0.875	269178	314.118513482891	4742986	0.56	4413	37	548742	None
ND_NC1063	100	0.51	Neural Network (Specific Model)	11	0.878	253429	313.396649309486	4723534	0.57	4417	54	633728	None
ND_NC1064	100	0.49	Neural Network (Specific Model)	11	0.879	226540	317.179957153059	4540078	0.57	4201	48	651537	None
ND_NC1065	100	0.55	Neural Network (Specific Model)	11	0.878	313372	313.413417951043	4714796	0.57	4412	48	574983	None
ND_NC1066	100	0.72	Neural Network (Specific Model)	11	0.876	323605	319.022433552792	4473351	0.57	4101	37	649025	None
ND_NC1067	100	0.24	Neural Network (Specific Model)	11	0.879	380570	315.189631013545	4596468	0.57	4282	63	890121	None
ND_NC1068	100	0.17	Neural Network (Specific Model)	11	0.877	309068	313.587970636988	4521303	0.57	4223	55	724603	None
ND_NC1069	100	0.54	Neural Network (Specific Model)	11	0.874	218817	311.52714221624	4760238	0.56	4458	48	548906	None
ND_NC1070	100	0.03	Neural Network (Specific Model)	11	0.877	252637	318.956678700361	4525984	0.57	4155	47	815373	None
ND_NC1071	100	0.02	Neural Network (Specific Model)	11	0.878	347456	318.894961143144	4337899	0.57	3989	42	807099	None
ND_NC1072	100	0.02	Neural Network (Specific Model)	11	0.881	348968	318.808855034516	4555504	0.57	4201	48	590464	None
ND_NC1073	100	0.03	Neural Network (Specific Model)	11	0.876	243584	320.472456575682	4415386	0.57	4030	37	809129	None
ND_NC1074	100	0.53	Neural Network (Specific Model)	11	0.874	557703	316.344135429262	4482991	0.57	4135	33	1138653	None
ND_NC1075	100	0.41	Neural Network (Specific Model)	11	0.88	411326	318.271041717492	4440294	0.57	4099	50	650980	None
ND_NC1076	100	0.02	Neural Network (Specific Model)	11	0.879	347382	318.931345527437	4339297	0.57	3991	36	713625	None
ND_NC1077	100	0.13	Neural Network (Specific Model)	11	0.877	307465	315.735152100435	4466765	0.57	4142	39	567844	None
ND_NC1078	100	0.5	Neural Network (Specific Model)	11	0.874	558111	316.313995649021	4484884	0.57	4137	36	1203114	None
ND_NC1079	100	0.01	Neural Network (Specific Model)	11	0.877	271169	319.278748180495	4496336	0.57	4122	44	815202	None
ND_NC1080	100	0.54	Neural Network (Specific Model)	11	0.874	345237	314.628888353026	4472378	0.57	4147	53	566276	None
ND_NC1081	100	0.01	Neural Network (Specific Model)	11	0.877	297252	319.258963178295	4502617	0.57	4128	53	699662	None
ND_NC1082	100	0.54	Neural Network (Specific Model)	11	0.874	566443	315.750844187168	4488091	0.57	4146	41	1113293	None
ND_NC1083	100	0.01	Neural Network (Specific Model)	11	0.877	252721	319.839854191981	4495735	0.57	4115	45	582531	None
ND_NC1084	100	0.26	Neural Network (Specific Model)	11	0.877	244041	322.13631840796	4424190	0.57	4020	46	635575	None
ND_NC1085	100	0.03	Neural Network (Specific Model)	11	0.877	244589	319.176684440136	4499700	0.57	4126	52	429415	None
ND_NC1086	100	0.08	Neural Network (Specific Model)	11	0.877	354470	319.26320891905	4500394	0.57	4126	52	724980	None
ND_NC1087	100	0.42	Neural Network (Specific Model)	11	0.877	238532	312.423312883436	4694852	0.57	4401	60	617286	None
ND_NC1088	100	0.58	Neural Network (Specific Model)	11	0.875	371344	316.498584237848	4589609	0.57	4238	38	963951	None
ND_NC1089	100	0.32	Neural Network (Specific Model)	11	0.878	379534	319.27835802769	4481850	0.57	4117	36	774529	None
ND_NC1090	100	0.53	Neural Network (Specific Model)	11	0.877	84968	311.466513233602	4619835	0.57	4345	127	279557	None
ND_NC1091	100	0.03	Neural Network (Specific Model)	11	0.879	66708	315.691304347826	4453754	0.57	4140	118	199435	None
ND_NC1092	100	0.04	Neural Network (Specific Model)	11	0.881	65746	316.835068622811	4553947	0.57	4226	131	157561	None
ND_NC1093	100	0.09	Neural Network (Specific Model)	11	0.879	86607	315.073800738007	4653146	0.57	4336	107	211076	None
ND_NC1094	100	0.04	Neural Network (Specific Model)	11	0.88	64656	308.519807648271	4587288	0.57	4367	145	178732	None
ND_NC1095	100	0.43	Neural Network (Specific Model)	11	0.877	79800	311.816259398496	4531659	0.57	4256	103	319912	None
ND_NC1096	100	0.08	Neural Network (Specific Model)	11	0.878	89032	313.024717514124	4534128	0.57	4248	126	328612	None
ND_NC1097	99.99	0.09	Neural Network (Specific Model)	11	0.88	68771	317.315493646139	4419608	0.57	4092	118	263407	None
ND_NC1098	100	0.57	Neural Network (Specific Model)	11	0.882	90674	314.719707685054	4536367	0.57	4242	119	276464	None
ND_NC1099	99.99	0.06	Neural Network (Specific Model)	11	0.879	79800	316.938356164384	4414016	0.57	4088	91	191304	None
ND_NC1100	100	0.1	Neural Network (Specific Model)	11	0.88	80573	311.120184544406	4592330	0.57	4335	125	217865	None
ND_NC1101	100	0.08	Neural Network (Specific Model)	11	0.878	81992	312.981627296588	4475637	0.57	4191	115	172407	None
ND_NC1102	100	0.09	Neural Network (Specific Model)	11	0.876	68560	312.457805907173	4557143	0.57	4266	112	172383	None
ND_NC1103	100	0.09	Neural Network (Specific Model)	11	0.879	71250	314.269148683898	4517228	0.57	4217	108	317159	None
ND_NC1104	99.99	0.02	Neural Network (Specific Model)	11	0.878	79208	315.131063204312	4389329	0.57	4082	110	226110	None
ND_NC1105	100	0.05	Neural Network (Specific Model)	11	0.879	64813	313.588137208194	4487155	0.57	4198	132	315537	None
ND_NC1106	100	0.08	Neural Network (Specific Model)	11	0.878	72243	315.221565731167	4369085	0.57	4062	107	175335	None
ND_NC1107	100	0.14	Neural Network (Specific Model)	11	0.882	76455	316.394174301151	4576042	0.57	4257	132	262123	None
ND_NC1108	99.99	0.06	Neural Network (Specific Model)	11	0.878	76621	314.385461501674	4483328	0.57	4182	117	181365	None
ND_NC1109	100	0.05	Neural Network (Specific Model)	11	0.879	76093	314.681449690033	4495722	0.57	4194	124	192140	None
ND_NC1110	100	0.08	Neural Network (Specific Model)	11	0.877	349033	314.599384761003	4541779	0.57	4226	52	616326	None
ND_NC1111	100	0.04	Neural Network (Specific Model)	11	0.876	643311	319.313505607021	4479828	0.57	4102	30	1244024	None
ND_NC1112	100	0.2	Neural Network (Specific Model)	11	0.876	393507	317.78667611623	4602058	0.57	4233	25	1242596	None
ND_NC1113	100	0.08	Neural Network (Specific Model)	11	0.877	316490	322.806611981109	4436849	0.57	4023	32	935028	None
ND_NC1114	100	0.01	Neural Network (Specific Model)	11	0.877	335038	316.903775883069	4443536	0.57	4105	33	762895	None
ND_NC1115	100	0.06	Neural Network (Specific Model)	11	0.876	92677	310.555555555556	4564795	0.57	4302	102	276720	None
ND_NC1116	100	0.84	Neural Network (Specific Model)	11	0.876	445794	312.870361887311	4672245	0.57	4366	33	989209	None
ND_NC1117	100	0.09	Neural Network (Specific Model)	11	0.876	526800	315.450307619498	4557831	0.57	4226	25	1189904	None
ND_NC1118	99.99	0.08	Neural Network (Specific Model)	11	0.877	94507	312.754996473078	4543344	0.57	4253	81	356804	None
ND_NC1119	99.99	0.11	Neural Network (Specific Model)	11	0.877	84215	310.064980273845	4563502	0.57	4309	116	218901	None
ND_NC1120	100	0.2	Neural Network (Specific Model)	11	0.876	526800	316.255299324482	4641217	0.57	4293	27	710023	None
ND_NC1121	100	0.12	Neural Network (Specific Model)	11	0.877	86727	311.696453900709	4504470	0.57	4230	119	310443	None
ND_NC1122	100	0.12	Neural Network (Specific Model)	11	0.877	193557	314.84649122807	4410926	0.57	4104	52	462126	None
ND_NC1123	100	0.11	Neural Network (Specific Model)	11	0.88	481060	321.655749462109	4578568	0.57	4183	30	1033112	None
ND_NC1124	100	0.06	Neural Network (Specific Model)	11	0.877	277960	319.262147716229	4489869	0.57	4116	32	534281	None
ND_NC1125	100	0.07	Neural Network (Specific Model)	11	0.881	332469	323.297709923664	4175982	0.57	3799	34	670854	None
ND_NC1126	100	0.19	Neural Network (Specific Model)	11	0.876	526857	320.449054750798	4460411	0.57	4073	19	1242590	None
ND_NC1127	100	0.09	Neural Network (Specific Model)	11	0.877	322202	314.975287907869	4484130	0.57	4168	53	765691	None
ND_NC1128	100	0.01	Neural Network (Specific Model)	11	0.877	78895	311.741640606206	4423331	0.57	4157	123	172145	None
ND_NC1129	100	0.12	Neural Network (Specific Model)	11	0.877	97683	311.362907031619	4505702	0.57	4238	111	310538	None
ND_NC1130	99.99	0.06	Neural Network (Specific Model)	11	0.877	91422	312.418659165495	4549414	0.57	4266	106	218053	None
ND_NC1131	99.99	0.23	Neural Network (Specific Model)	11	0.878	131971	314.180861478218	4378479	0.57	4086	73	397937	None
ND_NC1132	100	0.06	Neural Network (Specific Model)	11	0.877	225896	321.853779429988	4435068	0.57	4035	51	562810	None
ND_NC1133	100	0.08	Neural Network (Specific Model)	11	0.877	289236	322.366204162537	4443364	0.57	4036	36	843898	None
ND_NC1134	100	0.08	Neural Network (Specific Model)	11	0.878	277951	322.690245718541	4436946	0.57	4029	36	564499	None
ND_NC1135	100	0.08	Neural Network (Specific Model)	11	0.877	371327	322.66955875062	4447027	0.57	4034	30	1296998	None
ND_NC1136	100	0.04	Neural Network (Specific Model)	11	0.876	278633	318.481003409644	4470823	0.57	4106	46	726186	None
ND_NC1137	100	0.04	Neural Network (Specific Model)	11	0.879	292505	318.2432759874	4474613	0.57	4127	36	460316	None
ND_NC1138	100	0.05	Neural Network (Specific Model)	11	0.878	222399	322.452221394887	4434768	0.57	4029	43	563077	None
ND_NC1139	100	0.17	Neural Network (Specific Model)	11	0.877	88969	313.203550295858	4520880	0.57	4225	102	238276	None
ND_NC1140	100	0.17	Neural Network (Specific Model)	11	0.877	450563	315.896559905101	4549979	0.57	4215	39	736098	None
ND_NC1141	100	0.14	Neural Network (Specific Model)	11	0.877	195051	322.366856576666	4442527	0.57	4037	38	563077	None
ND_NC1142	100	0.85	Neural Network (Specific Model)	11	0.876	327777	315.020018407731	4679574	0.57	4346	44	573409	None
ND_NC1143	100	0.06	Neural Network (Specific Model)	11	0.876	174504	311.760517799353	4609748	0.57	4326	106	557039	None
ND_NC1144	100	0.24	Neural Network (Specific Model)	11	0.883	90117	317.205459419937	4414661	0.57	4103	105	185000	None
ND_NC1145	100	0.06	Neural Network (Specific Model)	11	0.877	526996	317.658012744867	4597202	0.57	4237	30	1297683	None
ND_NC1146	100	0.13	Neural Network (Specific Model)	11	0.876	123684	319.022336769759	4442541	0.57	4074	77	293222	None
ND_NC1147	100	0.07	Neural Network (Specific Model)	11	0.877	241132	314.943751470934	4569621	0.57	4249	41	668259	None
ND_NC1148	100	0.14	Neural Network (Specific Model)	11	0.877	172551	321.744559841741	4443618	0.57	4044	45	563201	None
ND_NC1149	100	0.06	Neural Network (Specific Model)	11	0.876	548815	320.970660749507	4449101	0.57	4056	27	1400692	None
ND_NC1150	99.99	2.6	Neural Network (Specific Model)	11	0.878	148994	315.888233907097	4568522	0.57	4241	71	455162	None
ND_NC1151	100	0.57	Neural Network (Specific Model)	11	0.88	248119	316.571194762684	4607509	0.57	4277	58	578637	None
ND_NC1152	100	0.66	Neural Network (Specific Model)	11	0.882	107422	316.722378937471	4577496	0.57	4254	100	334592	None
ND_NC1153	99.99	2.66	Neural Network (Specific Model)	11	0.881	129284	316.38924780803	4660613	0.57	4334	86	314910	None
ND_NC1154	100	1.12	Neural Network (Specific Model)	11	0.881	158437	317.127823050058	4629324	0.57	4295	60	466951	None
ND_NC1155	100	0.92	Neural Network (Specific Model)	11	0.881	143715	318.634117082534	4513702	0.57	4168	63	410242	None
ND_NC1156	99.98	0.59	Neural Network (Specific Model)	11	0.875	286378	311.976669716377	4669344	0.57	4372	44	1616203	None
ND_NC1157	100	0.24	Neural Network (Specific Model)	11	0.879	153967	315.36206088993	4590312	0.57	4270	67	385024	None
ND_NC1158	100	1.16	Neural Network (Specific Model)	11	0.88	123936	316.397212543554	4633508	0.57	4305	70	306139	None
ND_NC1159	100	0.68	Neural Network (Specific Model)	11	0.877	205869	316.110544611819	4657874	0.57	4315	55	976035	None
ND_NC1160	100	1.65	Neural Network (Specific Model)	11	0.876	207094	311.775333333333	4795555	0.56	4500	71	717577	None
ND_NC1161	100	0.27	Neural Network (Specific Model)	11	0.876	150499	314.358401880141	4573676	0.57	4255	68	464832	None
ND_NC1162	99.99	0.6	Neural Network (Specific Model)	11	0.877	197706	314.698610784083	4566283	0.57	4247	59	578531	None
ND_NC1163	100	1.16	Neural Network (Specific Model)	11	0.877	243430	312.403428571429	4665335	0.57	4375	49	422752	None
ND_NC1164	100	0.76	Neural Network (Specific Model)	11	0.876	274796	311.902400717972	4752164	0.56	4457	60	734564	None
ND_NC1165	100	3.09	Neural Network (Specific Model)	11	0.877	261022	312.711449371277	4841668	0.56	4533	70	514836	None
ND_NC1166	100	1.28	Neural Network (Specific Model)	11	0.878	202171	313.810263335584	4754737	0.57	4443	76	419297	None
ND_NC1167	100	0.22	Neural Network (Specific Model)	11	0.877	107373	313.291356877323	4606457	0.57	4304	99	381023	None
